State,District,Candidate,Party,"Incumbent/
Challenger/Open",Receipts,"Contributions 
from Individuals","Contributions
from PACs and
Other Committees","Contributions and
Loans from 
 the Candidate",Disbursements,Cash On Hand,Debts,Coverage End Date
New York,03,"SUOZZI, THOMAS",Democratic Party,Incumbent,"$2,120,783","$1,382,874","$695,654",$0,"$512,944","$1,670,705","$30,379",6/30/18
New York,03,"DEBONO, DAN",Republican Party,Challenger,"$312,312","$283,409","$4,500","$24,000","$122,194","$190,117","$1,000",6/30/18
New York,03,"KAIMAN, JON",Democratic Party,Challenger,"$45,351","$45,351",$0,$0,"$49,036","$2,204","$10,837",6/30/17
New York,03,"MICHAILIDIS, CONSTANTINOS",None,Challenger,"$3,213",$513,$0,"$2,700","$3,213",$0,$0,1/15/18
New York,03,"SAUBERMAN, JOSHUA A",Independent,Challenger,"$10,063","$10,063",$0,$0,"$10,740",-$677,"$54,505",6/30/18
New York,04,"RICE, KATHLEEN",Democratic Party,Incumbent,"$1,128,724","$671,147","$337,850",$0,"$823,837","$791,016",$0,6/30/18
New York,04,"BENNO, AMEER",Republican Party,Challenger,"$30,266","$10,266",$0,"$20,000","$3,908","$26,358","$20,000",6/30/18
New York,05,"MEEKS, GREGORY W.",Democratic Party,Incumbent,"$760,087","$208,677","$551,350",$0,"$777,914","$105,774",$0,6/30/18
New York,05,"ACHILLE, CARL H.",Democratic Party,Challenger,"$13,662","$11,177",$0,"$2,481","$13,226",$436,"$1,173",6/30/18
New York,05,"CHOUDHURY, MIZANUR",Democratic Party,Challenger,"$35,413","$34,663",$0,$750,"$42,425","-$7,012",$750,6/30/18
New York,06,"MENG, GRACE",Democratic Party,Incumbent,"$999,072","$759,212","$238,670",$0,"$959,697","$1,107,326",$0,6/30/18
New York,07,"VELAZQUEZ, NYDIA M.",Democratic Party,Incumbent,"$790,581","$327,616","$462,965",$0,"$557,463","$302,044","$7,737",6/30/18
New York,08,"JEFFRIES, HAKEEM",Democratic Party,Incumbent,"$1,170,293","$625,530","$542,800",$0,"$900,329","$1,281,569",$0,6/30/18
New York,09,"CLARKE, YVETTE",Democratic Party,Incumbent,"$883,360","$386,594","$492,469",$0,"$750,473","$214,683","$77,749",6/30/18
New York,09,"BUNKEDDEKO, ADEM",Democratic Party,Challenger,"$277,940","$276,940","$1,000",$0,"$256,218","$21,722","$6,865",6/30/18
New York,09,"GAYOT, LUTCHI",Republican Party,Challenger,"$3,875",$475,$0,"$3,400","$3,609",$266,"$3,400",6/30/18
New York,10,"NADLER, JERROLD L.",Democratic Party,Incumbent,"$1,147,514","$671,759","$430,760",$0,"$1,213,922","$617,353",$0,6/30/18
New York,10,"LEVIN, NAOMI",Republican Party,Challenger,"$27,130","$27,130",$0,$0,"$5,537","$21,593",$0,6/30/18
New York,10,"LYNCH, HOLLY",Democratic Party,Challenger,"$515,371","$13,797",$0,"$501,500","$471,018","$44,354",$0,6/30/18
New York,11,"DONOVAN, DAN",Republican Party,Incumbent,"$1,815,123","$1,020,681","$760,616",$0,"$1,605,383","$396,103",$0,6/30/18
New York,11,"DECILLIS, ALFRED MICHAEL",Democratic Party,Challenger,"$18,421","$2,379",$0,"$15,943","$24,631","-$6,209",$0,12/31/17
New York,11,"DEVITO, MICHAEL JR",Democratic Party,Challenger,"$47,680","$47,680",$0,$0,"$45,041","$2,639",$0,6/30/18
New York,11,"EMIG, ZACH",Democratic Party,Challenger,"$49,986","$6,891",$0,"$43,095","$49,986",$0,$0,6/30/18
New York,11,"GRIMM, MICHAEL",Republican Party,Challenger,"$465,420","$460,343","$5,000",$0,"$391,901","$126,046","$76,195",6/30/18
New York,11,"MELSON, BOYD",Democratic Party,Challenger,"$102,075","$99,555",$0,"$2,520","$92,996","$9,079",$0,6/30/18
New York,11,"MOHAN, RADHAKRISHNA",Democratic Party,Challenger,"$118,612","$35,217",$0,"$83,395","$114,390","$4,322","$83,395",6/30/18
New York,11,"ROSE, MAX",Democratic Party,Challenger,"$1,951,382","$1,592,808","$120,550",$538,"$676,585","$1,274,797","$4,800",6/30/18
New York,11,"VAID, OMAR M",Democratic Party,Challenger,"$202,928","$96,896",$500,"$105,532","$190,721","$11,131","$105,532",6/30/18
New York,12,"MALONEY, CAROLYN B.",Democratic Party,Incumbent,"$1,788,259","$1,053,472","$731,692",$0,"$1,780,581","$465,195",$0,6/30/18
New York,12,"HICKS, SANDER",Democratic Party,Challenger,"$12,411","$12,411",$0,$0,"$12,473",$880,$0,6/30/18
New York,12,"PATEL, SURAJ",Democratic Party,Challenger,"$1,690,132","$1,459,524",$0,"$221,802","$1,479,023","$211,109","$165,000",6/30/18
New York,12,"RABIN, ELIOT MR.",Republican Party,Challenger,"$5,530","$1,200",$0,"$4,330","$4,096","$1,434",$30,6/30/18
New York,13,"ESPAILLAT, ADRIANO",Democratic Party,Incumbent,"$625,688","$339,071","$276,050",$0,"$362,051","$314,991","$45,147",6/30/18
New York,13,"BUTLER, JINEEA THE NEW AM",Republican Party,Challenger,"$5,928",$0,$0,"$5,928","$5,826",$202,$0,6/30/18
New York,14,"CROWLEY, JOSEPH",Democratic Party,Incumbent,"$3,929,558","$1,114,563","$1,724,095",$0,"$3,980,619","$1,070,295",$0,6/30/18
New York,14,"OCASIO-CORTEZ, ALEXANDRIA",Democratic Party,Challenger,"$876,405","$851,242","$10,200",$0,"$607,766","$268,621","$1,816",6/30/18
New York,15,"SERRANO, JOSE E.",Democratic Party,Incumbent,"$199,796","$62,713","$137,062",$0,"$186,141","$56,289",$0,6/30/18
New York,16,"ENGEL, ELIOT L.",Democratic Party,Incumbent,"$1,312,910","$966,556","$346,351",$0,"$1,668,450","$345,915",$0,6/30/18
New York,16,"LAWRENCE, DERICKSON K",Democratic Party,Challenger,"$4,620","$1,270",$0,"$3,350","$3,404","$2,431","$3,350",3/31/18
New York,16,"LEWIS, JONATHAN",Democratic Party,Challenger,"$885,451","$229,951",$0,"$655,500","$795,815","$89,636","$245,000",6/30/18
New York,17,"LOWEY, NITA M",Democratic Party,Incumbent,"$1,170,772","$840,103","$326,628",$0,"$1,024,494","$815,996",$0,6/30/18
New York,17,"CIARDULLO, JOSEPH JOHN",Reform Party,Challenger,"$6,304","$5,320",$0,$984,"$2,599","$3,706",$0,6/30/18
New York,18,"MALONEY, SEAN PATRICK",Democratic Party,Incumbent,"$2,341,774","$1,607,957","$634,821",$0,"$1,060,652","$3,024,668",$904,6/30/18
New York,18,"BROWN, SAKIMA",Republican Party,Challenger,"$218,635","$215,018","$3,000",$0,"$226,714","$10,321",$0,6/30/18
New York,18,"O'DONNELL, JAMES D",Republican Party,Challenger,"$267,334","$192,534","$2,500","$50,000","$44,905","$222,429","$50,000",6/30/18
New York,18,"SMITH, SCOTT A",None,Challenger,$258,$0,$0,$258,$240,$179,"$6,600",6/30/18
New York,19,"FASO, JOHN J. MR.",Republican Party,Incumbent,"$2,314,822","$1,217,449","$825,464",$0,"$1,156,636","$1,261,614",$0,6/30/18
New York,19,"BEALS, JEFFREY",Democratic Party,Challenger,"$363,875","$307,690",$185,"$56,000","$351,818","$12,057",$0,6/30/18
New York,19,"BRISEE, STEVEN MITCHELL",Democratic Party,Challenger,"$6,494","$6,079",$0,$415,"$5,885","$1,093",$0,6/30/17
New York,19,"CLEGG, DAVID J",Democratic Party,Challenger,"$792,815","$249,247",$115,"$543,453","$663,728","$115,987","$218,000",6/30/18
New York,19,"COLLIER, ERIN",Democratic Party,Challenger,"$210,937","$198,785","$10,750","$1,402","$194,040","$16,897",$500,6/30/18
New York,19,"DELGADO, ANTONIO",Democratic Party,Challenger,"$2,752,878","$2,671,192","$80,259",$0,"$2,091,136","$661,742","$75,874",6/30/18
New York,19,"FLYNN, BRIAN",Democratic Party,Challenger,"$1,547,693","$806,118","$5,000","$735,400","$1,525,677","$22,016","$700,000",6/30/18
New York,19,"NEAL, DIANE",No Party Affiliation,Challenger,"$60,117","$7,551",$0,"$52,566","$43,349","$17,019","$52,748",6/30/18
New York,19,"RHODES, GARETH THOMAS",Democratic Party,Challenger,"$904,485","$889,289","$15,098",$0,"$893,519","$10,966","$6,922",6/30/18
New York,19,"RYAN, PATRICK",Democratic Party,Challenger,"$1,739,213","$1,491,412","$23,337","$50,566","$1,399,285","$339,928","$50,000",6/30/18
New York,19,"SULLIVAN, SUE",Democratic Party,Challenger,"$66,359","$66,359",$0,$0,"$66,359",$0,$0,10/23/17
New York,20,"TONKO, PAUL DAVID",Democratic Party,Incumbent,"$879,783","$296,146","$580,877",$0,"$778,701","$693,254",$0,6/30/18
New York,21,"STEFANIK, ELISE M.",Republican Party,Incumbent,"$1,976,107","$715,289","$1,019,783",$0,"$929,907","$1,588,389",$0,6/30/18
New York,21,"BOONE, TANYA",Democratic Party,Challenger,"$145,069","$125,649","$5,250","$14,170","$142,257","$2,812",$0,3/31/18
New York,21,"BOYAJIAN, DON",Democratic Party,Challenger,"$520,132","$510,182","$3,050","$5,400","$517,806","$2,326",$0,6/30/18
New York,21,"COBB, TEDRA LYNNE MS.",Democratic Party,Challenger,"$453,302","$435,263","$14,150","$3,829","$360,254","$93,048",$0,6/30/18
New York,21,"IDLEMAN, SARA",Democratic Party,Challenger,"$14,080","$14,080",$0,$0,"$11,210","$2,870",$0,3/31/18
New York,21,"KAHN, LYNN SANDRA",Green Party,Challenger,$845,$445,$0,$400,$561,$393,$0,6/30/18
New York,21,"KIM, RONALD JOSEPH MR.",Democratic Party,Challenger,"$7,637","$7,637",$0,$0,"$2,124","$5,512",$0,12/31/17
New York,21,"MARTZ, EMILY",Democratic Party,Challenger,"$246,422","$223,830",$250,"$22,331","$238,630","$7,792","$13,000",6/30/18
New York,21,"MASTRIANNI, DAVID",Democratic Party,Challenger,"$78,307","$5,260",$0,"$72,997","$77,986",$171,"$41,700",6/30/18
New York,21,"NELSON, PATRICK F",Democratic Party,Challenger,"$71,532","$67,653",$325,"$3,319","$69,552","$1,980","$3,321",6/30/18
New York,21,"RATIGAN, DYLAN",Democratic Party,Challenger,"$191,729","$185,990","$5,000",$0,"$131,743","$59,986",$0,6/6/18
New York,21,"WILSON, KATIE",Democratic Party,Challenger,"$261,136","$260,885",$50,$194,"$246,793","$14,343",$0,6/30/18
New York,22,"TENNEY, CLAUDIA",Republican Party,Incumbent,"$1,963,252","$682,798","$931,798",$0,"$1,013,617","$1,037,051","$170,000",6/30/18
New York,22,"BRINDISI, ANTHONY",Democratic Party,Challenger,"$1,938,415","$1,401,508","$430,873",$0,"$508,556","$1,429,859",$0,6/30/18
New York,22,"MADDEN, PATRICK",Democratic Party,Challenger,"$22,247","$20,184",$0,"$2,030","$22,247",$0,$0,9/7/17
New York,22,"PHILLIPS, HEATH",Democratic Party,Challenger,"$5,295","$3,395",$0,"$1,900","$5,295",$0,$0,9/30/17
New York,23,"REED, THOMAS W",Republican Party,Incumbent,"$2,595,369","$1,112,887","$1,453,936",$0,"$1,454,117","$1,274,708",$0,6/30/18
New York,23,"ANDREI, LINDA",Democratic Party,Challenger,"$283,984","$112,830","$1,100","$170,010","$276,907","$7,078","$170,000",6/30/18
New York,23,"DELLA PIA, MAX HAROLD",Democratic Party,Challenger,"$181,217","$156,042",$125,"$25,050","$138,509","$42,709","$25,000",6/30/18
New York,23,"GALLANT, RICK",Democratic Party,Challenger,"$44,270","$20,528","$4,442","$19,300","$30,513","-$5,422",$0,6/30/18
New York,23,"GOLDEN, IAN",Democratic Party,Challenger,"$117,108","$113,153",$252,"$3,702","$91,793","$25,316",$0,6/30/18
New York,23,"MITRANO, TRACY",Democratic Party,Challenger,"$193,963","$181,363",$100,$0,"$186,088","$7,875","$12,500",6/30/18
New York,23,"SUNDQUIST, EDWARD A.",Democratic Party,Challenger,"$120,293","$79,831","$4,400","$36,062","$118,413","$1,880","$34,750",6/30/18
New York,23,"WHALEN, CHARLES",Democratic Party,Challenger,"$27,770","$25,181",$0,"$2,589","$27,770",$0,$0,4/3/18
New York,24,"KATKO, JOHN M",Republican Party,Incumbent,"$1,929,882","$648,601","$1,001,712",$0,"$606,524","$1,609,060",$0,6/30/18
New York,24,"BALTER, DANA",Democratic Party,Challenger,"$456,546","$437,588","$18,600",$0,"$343,240","$113,305","$29,935",6/30/18
New York,24,"BASS, WILLIAM HENRY MR. JR",No Party Affiliation,Challenger,"$19,244","$14,630",$0,"$4,614","$11,663","$7,649","$2,000",6/30/18
New York,24,"COMEGYS, CHRISTOPHER SCOTT",Democratic Party,Challenger,"$7,859","$1,380",$0,"$6,479","$3,686","$4,107",$0,3/31/18
New York,24,"MESSENGER, ANNE",Democratic Party,Challenger,"$150,850","$105,330",$0,"$45,500","$150,850",$0,$0,4/25/18
New York,24,"PEREZ WILLIAMS, JUANITA",Democratic Party,Challenger,"$178,976","$71,162","$65,000","$32,014","$147,688","$31,288","$30,000",6/30/18
New York,25,"BARNHART, RACHEL",Democratic Party,Open,"$34,613","$33,506","$1,000",$5,"$22,321","$12,292",$0,6/30/18
New York,25,"MORELLE, JOSEPH D",Democratic Party,Open,"$862,606","$531,606","$331,000",$0,"$468,910","$393,697","$2,269",6/30/18
New York,25,"WILT, ROBIN",Democratic Party,Open,"$75,716","$32,625",$0,"$43,090","$73,078","$2,638","$10,000",6/30/18
New York,25,"SLAUGHTER, LOUISE*",Democratic Party,Incumbent,"$605,431","$271,648","$332,675",$0,"$378,905","$373,987",$0,6/30/18
New York,25,"MAXWELL, JAMES T. DR",Republican Party,Challenger,"$697,708","$204,578","$18,442","$470,000","$173,316","$524,392","$470,000",6/30/18
New York,26,"HIGGINS, BRIAN",Democratic Party,Incumbent,"$831,850","$375,117","$454,150",$0,"$614,922","$1,013,434",$0,6/30/18
New York,27,"COLLINS, CHRISTOPHER C*",Republican Party,Incumbent,"$1,278,749","$382,615","$686,872",$0,"$636,281","$1,341,645",$0,6/30/18
New York,27,"BUNNY, SEAN",Democratic Party,Challenger,"$137,015","$131,182","$5,250",$495,"$137,015",$0,$0,6/30/18
New York,27,"COLE, ERIN",Democratic Party,Challenger,"$61,509","$37,128",$0,"$23,700","$61,509",$0,$0,2/11/18
New York,27,"MCMURRAY, NATHAN DOUGLAS",Democratic Party,Challenger,"$133,975","$127,419","$4,450","$1,900","$52,203","$81,772","$1,900",6/30/18
New York,27,"PIEGZA, LAWRENCE MARK",No Party Affiliation,Challenger,"$42,654",$654,$0,"$42,000","$4,352","$38,302","$42,000",6/30/18
New York,27,"SEAMANS, JOAN ELIZABETH",Democratic Party,Challenger,"$63,566","$13,316",$0,$0,"$62,755",$811,$0,6/30/18
New York,27,"STANKEVICH, NICHOLAS RICHARD MR.",Democratic Party,Challenger,"$98,403","$36,403","$2,000",$0,"$90,312","$7,460",$0,6/30/18
North Carolina,01,"BUTTERFIELD, G. K.",Democratic Party,Incumbent,"$577,403","$81,742","$487,900",$0,"$559,016","$662,284",$0,6/30/18
North Carolina,01,"ALLISON, ROGER",Republican Party,Challenger,"$9,215","$9,115",$0,$100,"$6,228","$2,987","$6,073",6/30/18
North Carolina,02,"HOLDING, GEORGE E MR.",Republican Party,Incumbent,"$1,858,718","$628,102","$1,150,033",$0,"$1,618,912","$253,285","$150,000",6/30/18
North Carolina,02,"CHESSER, GREGORY",Republican Party,Challenger,"$13,590","$13,280",$0,$0,"$13,761",-$175,$0,5/12/18
North Carolina,02,"COLEMAN, LINDA",Democratic Party,Challenger,"$299,723","$278,054","$20,100","$1,569","$142,412","$157,311","$1,500",6/30/18
North Carolina,02,"MATEMU, JAPHETH",Libertarian Party,Challenger,"$8,867","$3,392",$0,"$4,728","$7,505","$1,363","$4,700",6/30/18
North Carolina,02,"MILLER, JUSTIN K THERMOCHEM",Democratic Party,Challenger,$226,$0,$0,$226,$142,$84,$0,2/12/18
North Carolina,02,"ROMLEY, KEN",Democratic Party,Challenger,"$655,734","$254,489",$0,"$400,315","$644,538","$11,196","$395,000",6/30/18
North Carolina,02,"SEARCY, SAM",Democratic Party,Challenger,"$581,890","$101,088",$0,"$480,802","$581,890",$0,$0,4/19/18
North Carolina,03,"JONES, WALTER B",Republican Party,Incumbent,"$498,034","$344,689","$149,920","$3,000","$475,450","$127,728",$0,6/30/18
North Carolina,03,"DACEY, SCOTT",Republican Party,Challenger,"$465,026","$334,239","$44,720","$86,017","$457,224","$7,801","$75,000",6/30/18
North Carolina,03,"LAW, PHILIP",Republican Party,Challenger,"$88,654","$17,425",$0,"$71,229","$87,761",$893,"$70,000",6/30/18
North Carolina,04,"PRICE, DAVID E",Democratic Party,Incumbent,"$611,698","$273,330","$337,300",$0,"$630,811","$196,450",$0,6/30/18
North Carolina,04,"BRIAN, LEE ANDREA MS.",Republican Party,Challenger,"$1,690",$35,$0,$963,$282,"$1,409",$0,5/11/18
North Carolina,04,"HOWE, BARBARA",Libertarian Party,Challenger,"$2,967","$2,280",$0,$0,"$2,762",$205,$0,6/30/18
North Carolina,04,"WATKINS, RICHARD LEE III",Democratic Party,Challenger,"$5,750","$5,750",$0,$0,"$3,839","$1,911",$0,4/18/18
North Carolina,05,"FOXX, VIRGINIA ANN",Republican Party,Incumbent,"$1,749,826","$974,496","$774,330",$0,"$1,032,766","$3,144,348",$0,6/30/18
North Carolina,05,"ADAMS, DENISE DARCEL",Democratic Party,Challenger,"$196,550","$174,184","$16,018","$6,348","$176,983","$19,567","$1,500",6/30/18
North Carolina,05,"MARSHALL, JENNIFER",Democratic Party,Challenger,"$127,076","$125,476",$0,$0,"$107,474","$15,456","$6,900",4/18/18
North Carolina,06,"WALKER, BRADLEY MARK MR.",Republican Party,Incumbent,"$978,823","$170,836","$423,491",$0,"$450,400","$754,006",$0,6/30/18
North Carolina,06,"HORNEY, MARGOT MS",Democratic Party,Challenger,"$1,261",$850,$0,$247,$0,"$1,573",$723,3/31/18
North Carolina,06,"WATTS, RYAN",Democratic Party,Challenger,"$206,649","$187,770","$3,000","$15,838","$124,986","$81,663",$375,6/30/18
North Carolina,07,"ROUZER, DAVID CHESTON",Republican Party,Incumbent,"$1,160,774","$472,380","$686,400",$0,"$449,596","$1,379,308",$0,6/30/18
North Carolina,07,"GARDNER, JONAH",Democratic Party,Challenger,$214,$214,$0,$0,$214,$0,$0,7/31/17
North Carolina,07,"HORTON, LAUREN",Democratic Party,Challenger,"$343,299","$337,188","$5,750",$0,"$241,906","$101,393",$0,6/30/18
North Carolina,07,"PARKER, GRAYSON",Democratic Party,Challenger,"$2,955",$455,$0,"$2,500","$2,940",$16,$0,6/30/18
North Carolina,08,"HUDSON, RICHARD L. JR.",Republican Party,Incumbent,"$1,791,718","$678,711","$1,026,594",$0,"$753,346","$1,131,202",$0,6/30/18
North Carolina,08,"HUFFMAN, JEFFREY SCOTT",Democratic Party,Challenger,"$14,898","$14,898",$0,$0,"$4,874","$10,024","$1,012",3/31/18
North Carolina,08,"HUFFMAN, SCOTT",Democratic Party,Challenger,"$14,898","$14,898",$0,$0,"$4,874","$10,024","$1,012",3/31/18
North Carolina,08,"MCNEILL, FRANK",Democratic Party,Challenger,"$360,919","$346,108","$12,707",$0,"$291,140","$69,778",$0,6/30/18
North Carolina,08,"TIEGEL, MARC",Democratic Party,Challenger,"$50,078","$30,458",$0,$0,"$49,856",$222,"$22,000",6/30/18
North Carolina,09,"PITTENGER, ROBERT M THE HONORABLE",Republican Party,Incumbent,"$1,384,541","$304,387","$720,277",$0,"$1,379,609","$9,179","$791,591",6/30/18
North Carolina,09,"CANO, FERNANDO",Democratic Party,Challenger,"$41,504","$9,714",$0,"$30,891","$41,950",$311,"$54,791",6/30/18
North Carolina,09,"HARRIS, MARK",Republican Party,Challenger,"$931,016","$826,311","$100,500","$4,005","$598,437","$295,658",$0,6/30/18
North Carolina,09,"MCCREADY, DANIEL",Democratic Party,Challenger,"$2,673,739","$2,238,146","$169,485","$38,898","$869,934","$1,803,805",$0,6/30/18
North Carolina,09,"WARREN, MARIA COLLINS",Democratic Party,Challenger,"$2,151","$1,602",$0,$131,"$1,742",$383,$0,6/30/18
North Carolina,10,"MCHENRY, PATRICK",Republican Party,Incumbent,"$2,943,666","$677,936","$1,456,550",$0,"$2,606,681","$1,732,793",$0,6/30/18
North Carolina,10,"BLANKENSHIP, SETH BRADEN",Republican Party,Challenger,"$6,812","$3,602",$0,"$3,200","$6,537",$218,$0,6/30/18
North Carolina,10,"BROWN, DAVID",Democratic Party,Challenger,"$39,928","$36,449","$3,000",$478,"$36,446","$3,550",$0,6/30/18
North Carolina,10,"COLLIAS, GINA",Republican Party,Challenger,"$23,649","$23,649",$0,$0,"$28,589","-$2,970","$17,646",6/30/18
North Carolina,10,"QUEEN, KENNETH PAUL",Democratic Party,Challenger,"$8,130","$5,172","$2,958",$0,"$3,828","$1,695",$0,9/30/17
North Carolina,10,"ROBERTS, IRA",Republican Party,Challenger,"$5,685",$945,$250,"$4,490","$5,581",-$761,$0,6/30/18
North Carolina,11,"MEADOWS, MARK R",Republican Party,Incumbent,"$877,218","$537,905","$318,054",$0,"$622,080","$463,297",$0,6/30/18
North Carolina,11,"COFFAY, MATT",Democratic Party,Challenger,"$52,888","$52,788",$0,$100,"$52,888",$0,$0,9/22/17
North Carolina,11,"DONALDSON, SCOTT",Democratic Party,Challenger,"$63,006","$59,905",$0,"$3,101","$63,006",$0,"$3,000",6/30/18
North Carolina,11,"PRICE, PHILLIP",Democratic Party,Challenger,"$56,623","$54,254","$1,250",$600,"$28,951","$27,672","$9,247",6/30/18
North Carolina,11,"WOODSMALL, STEVE",Democratic Party,Challenger,"$13,478","$12,036",$0,"$1,442","$15,796","-$2,218",$0,6/30/18
North Carolina,12,"ADAMS, ALMA SHEALEY",Democratic Party,Incumbent,"$399,012","$86,234","$312,777",$0,"$251,545","$254,322",$0,6/30/18
North Carolina,12,"BONHAM, PAUL",Republican Party,Challenger,"$9,034",$0,$0,"$9,034","$9,034",$0,$0,5/8/18
North Carolina,12,"PERSSON, CARL",Republican Party,Challenger,"$4,270",$570,$0,"$3,700","$3,914",$356,"$3,700",6/19/18
North Carolina,13,"BUDD, THEODORE",Republican Party,Incumbent,"$1,219,617","$584,042","$559,106","$70,000","$460,267","$778,943","$50,000",6/30/18
North Carolina,13,"COKER, ADAM",Democratic Party,Challenger,"$70,841","$70,091",$100,$650,"$71,191","-$1,613","$12,020",6/30/18
North Carolina,13,"MANNING, KATHY",Democratic Party,Challenger,"$1,935,361","$1,697,218","$165,703","$71,985","$590,008","$1,345,353",$0,6/30/18
North Dakota,00,"ARMSTRONG, KELLY",Republican Party,Open,"$1,040,271","$642,542","$95,045","$301,683","$632,933","$407,337","$300,000",6/30/18
North Dakota,00,"CAMPBELL, TOM",Republican Party,Open,"$1,201,060","$453,330","$1,350","$745,000","$1,023,677","$177,383","$745,000",3/31/18
North Dakota,00,"HANSON, BEN",Democratic Party,Open,"$159,279","$150,470","$5,600","$3,209","$165,233","-$5,954",$0,6/30/18
North Dakota,00,"SCHNEIDER, MAC SCHNEIDER",Democratic Party,Open,"$346,356","$284,355","$62,001",$0,"$64,720","$281,636","$7,445",6/30/18
Northern Mariana,00,"SABLAN, GREGORIO KILILI CAMACHO",Independent,Incumbent,"$94,191","$46,609","$47,500",$0,"$44,826","$109,334",$0,6/30/18
Northern Mariana,01,"DEMAPAN, ANGEL ALDAN",Republican Party,Challenger,"$78,451","$78,451",$0,$0,"$62,850","$15,601",$0,6/30/18
Ohio,01,"CHABOT, STEVE",Republican Party,Incumbent,"$958,196","$466,952","$491,245",$0,"$331,345","$1,593,824",$0,6/30/18
Ohio,01,"PUREVAL, AFTAB",Democratic Party,Challenger,"$1,571,517","$1,364,049","$156,570","$2,700","$222,229","$1,349,288","$31,544",6/30/18
Ohio,01,"RONAN, SAMUEL",Republican Party,Challenger,"$3,852",$0,$0,$0,"$5,773",$0,$0,6/30/18
Ohio,01,"WEAVER, LAURA ANN",Democratic Party,Challenger,"$18,396","$2,355",$0,"$16,041","$15,604","$2,792","$18,262",6/30/18
Ohio,02,"WENSTRUP, BRAD",Republican Party,Incumbent,"$1,040,733","$288,518","$467,986",$0,"$497,239","$1,111,608",$0,6/30/18
